@relation 'german_credit-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replacecredit-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc5-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc9-Rlast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc19-Rlast-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDiscPKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.MergeTwoValues-C14-Ffirst-S2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank_stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute credit {good,bad}
@attribute ageDisc5 {'\'(-inf-28.333333]\'','\'(28.333333-37.666667]\'','\'(37.666667-47]\'','\'(47-56.333333]\'','\'(56.333333-65.666667]\'','\'(65.666667-inf)\''}
@attribute ageDisc9 {'\'(-inf-24.6]\'','\'(24.6-30.2]\'','\'(30.2-35.8]\'','\'(35.8-41.4]\'','\'(41.4-47]\'','\'(47-52.6]\'','\'(52.6-58.2]\'','\'(58.2-63.8]\'','\'(63.8-69.4]\'','\'(69.4-inf)\''}
@attribute ageDisc19 {'\'(-inf-21.8]\'','\'(21.8-24.6]\'','\'(24.6-27.4]\'','\'(27.4-30.2]\'','\'(30.2-33]\'','\'(33-35.8]\'','\'(35.8-38.6]\'','\'(38.6-41.4]\'','\'(41.4-44.2]\'','\'(44.2-47]\'','\'(47-49.8]\'','\'(49.8-52.6]\'','\'(52.6-55.4]\'','\'(55.4-58.2]\'','\'(58.2-61]\'','\'(61-63.8]\'','\'(63.8-66.6]\'','\'(66.6-69.4]\'','\'(69.4-72.2]\'','\'(72.2-inf)\''}
@attribute ageDiscPKIDiscretize {'\'(-inf-21.5]\'','\'(21.5-22.5]\'','\'(22.5-23.5]\'','\'(23.5-24.5]\'','\'(24.5-25.5]\'','\'(25.5-26.5]\'','\'(26.5-27.5]\'','\'(27.5-28.5]\'','\'(28.5-29.5]\'','\'(29.5-30.5]\'','\'(30.5-31.5]\'','\'(31.5-32.5]\'','\'(32.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-35.5]\'','\'(35.5-36.5]\'','\'(36.5-37.5]\'','\'(37.5-38.5]\'','\'(38.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-41.5]\'','\'(41.5-42.5]\'','\'(42.5-44.5]\'','\'(44.5-46.5]\'','\'(46.5-48.5]\'','\'(48.5-50.5]\'','\'(50.5-53.5]\'','\'(53.5-56.5]\'','\'(56.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-inf)\''}

@data
<0,0.294118,'existing paid',0.149334,'no known savings',1,'male single',none,1,'no known property',0.535714,bank_stores,'for free',0,skilled,1,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
<0,0.294118,'all paid',0.071311,<100,1,'male single',guarantor,1,car,0.089286,bank_stores,rent,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
>=200,0.029412,'delayed previously',0.023825,<100,0.333333,'female div/dep/mar',none,0,'life insurance',0.178571,bank_stores,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.470588,'existing paid',0.667932,'no known savings',0,'male single',none,1,'no known property',0.321429,none,'for free',0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
0<=X<200,0.294118,'delayed previously',0.245516,'no known savings',1,'male single',none,0.333333,'life insurance',0.321429,bank_stores,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
0<=X<200,0.294118,'delayed previously',0.071696,100<=X<500,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.071429,none,rent,0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.117647,'existing paid',0.061737,<100,0.333333,'male div/sep',none,0.666667,car,0.303571,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.294118,'critical/other existing credit',0.128095,>=1000,0.333333,'male single',none,0.333333,car,0.267857,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.647059,'existing paid',0.205183,'no known savings',1,'male single',none,0,car,0.392857,none,own,0.333333,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(40.5-41.5]\''
<0,0.647059,'existing paid',0.358094,<100,0.666667,'female div/dep/mar',none,0.333333,car,0.214286,none,own,0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
<0,0.294118,'existing paid',0.164191,<100,1,'female div/dep/mar',none,1,'real estate',0.071429,none,rent,0,'unskilled resident',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.382353,'critical/other existing credit',0.313855,<100,0.666667,'male single','co applicant',0.333333,car,0.339286,none,own,0,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.294118,'existing paid',0.285188,'no known savings',0.333333,'female div/dep/mar',none,1,'life insurance',0.125,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
<0,0.161765,'existing paid',0.030593,<100,1,'female div/dep/mar',none,1,'life insurance',0.053571,none,own,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
0<=X<200,0.073529,'existing paid',0.04578,<100,1,'male single',none,1,car,0.142857,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.161765,'critical/other existing credit',0.13965,<100,0.333333,'female div/dep/mar','co applicant',0.666667,car,0.089286,bank_stores,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.117647,'existing paid',0.147463,<100,0.333333,'female div/dep/mar',none,0,'real estate',0.142857,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.294118,'critical/other existing credit',0.092275,'no known savings',0.666667,'female div/dep/mar',none,0.333333,car,0.25,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
0<=X<200,0.470588,'critical/other existing credit',0.141411,<100,1,'male div/sep',none,1,car,0.142857,none,own,0.333333,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.294118,'existing paid',0.037801,<100,1,'male mar/wid',none,0.666667,car,0.142857,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.205882,'critical/other existing credit',0.044349,<100,0.666667,'male single',guarantor,0.666667,'real estate',0.196429,bank_stores,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.117647,'critical/other existing credit',0.158138,<100,0,'male single',none,0.666667,'real estate',0.535714,bank_stores,own,0.333333,'unskilled resident',1,none,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
'no checking',0.073529,'existing paid',0.062617,<100,1,'female div/dep/mar',none,0.333333,'real estate',0.125,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.470588,'existing paid',0.11742,<100,1,'male single',none,0,'no known property',0.25,none,rent,0,'unskilled resident',0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.117647,'existing paid',0.10361,'no known savings',1,'female div/dep/mar',none,1,'no known property',0.589286,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(50.5-53.5]\''
<0,0.205882,'existing paid',0.098437,<100,0,'female div/dep/mar',none,1,'real estate',0.017857,bank_stores,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.073529,'critical/other existing credit',0.140255,<100,0.333333,'male single',none,0.333333,'real estate',0.303571,none,rent,0.333333,skilled,1,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.117647,'existing paid',0.05717,<100,1,'male single',guarantor,0,'life insurance',0.035714,none,own,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.205882,'existing paid',0.053208,<100,1,'male mar/wid',none,0.666667,'real estate',0.5,none,own,0,'unskilled resident',0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
<0,0.117647,'critical/other existing credit',0.109827,<100,0.666667,'male single',none,0.666667,'life insurance',0.732143,none,own,0.333333,skilled,0,none,yes,bad,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(58.2-61]\'','\'(56.5-60.5]\''
<0,0.117647,'critical/other existing credit',0.007428,<100,1,'female div/dep/mar',none,0.666667,'real estate',0.696429,none,own,1,'unskilled resident',0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
0<=X<200,0.294118,'delayed previously',0.094366,'no known savings',1,'female div/dep/mar',none,1,car,0.410714,none,rent,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.25,'existing paid',0.072741,>=1000,1,'female div/dep/mar',none,1,'real estate',0.303571,bank_stores,own,0,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
0<=X<200,0.294118,'existing paid',0.135798,<100,0.666667,'female div/dep/mar',none,1,'life insurance',0.017857,none,rent,0,'unskilled resident',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.294118,'all paid',0.060966,'no known savings',1,'male single',none,0.666667,car,0.375,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
0<=X<200,0.029412,'all paid',0.037471,100<=X<500,0,'female div/dep/mar',none,0,'life insurance',0.232143,bank_stores,own,0,'unskilled resident',0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
<0,0.294118,'existing paid',0.065588,<100,1,'female div/dep/mar',none,1,car,0.071429,none,rent,0.333333,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.294118,'no credits/all paid',0.219599,<100,0,'male single',none,1,'real estate',0.303571,none,own,0.666667,'unskilled resident',0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.205882,'critical/other existing credit',0.138935,<100,0.333333,'male single',none,0.333333,'life insurance',0.214286,bank_stores,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
'no checking',0.294118,'delayed previously',0.1988,<100,0,'male single',none,0.333333,'no known property',0.232143,none,'for free',0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
0<=X<200,0.044118,'existing paid',0.114394,<100,0,'female div/dep/mar',guarantor,0,'real estate',0.464286,none,own,0,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.073529,'existing paid',0.036756,<100,1,'female div/dep/mar',none,0,'life insurance',0.196429,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.294118,'all paid',0.087323,<100,1,'female div/dep/mar',none,1,'no known property',0.267857,bank_stores,'for free',0,'unskilled resident',0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
'no checking',0.470588,'existing paid',0.170518,<100,1,'female div/dep/mar',none,0.333333,car,0.160714,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
>=200,0.088235,'existing paid',0.056399,<100,1,'female div/dep/mar',none,0.333333,'life insurance',0.071429,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.294118,'all paid',0.141851,500<=X<1000,1,'male single',none,1,'real estate',0.053571,bank_stores,own,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.294118,'critical/other existing credit',0.235281,<100,0.666667,'male single',none,0.333333,'real estate',0.982143,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(65.666667-inf)\'','\'(69.4-inf)\'','\'(72.2-inf)\'','\'(64.5-inf)\''
0<=X<200,0.470588,'existing paid',0.133212,100<=X<500,1,'female div/dep/mar','co applicant',1,'no known property',0.553571,none,'for free',0,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(48.5-50.5]\''
'no checking',0.205882,'existing paid',0.099098,<100,1,'male single',none,0,'real estate',0.25,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.161765,'existing paid',0.057775,'no known savings',1,'male single',none,1,'no known property',0.464286,bank_stores,'for free',0,skilled,1,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
<0,0.117647,'existing paid',0.027017,100<=X<500,1,'female div/dep/mar',none,0.666667,'life insurance',0.053571,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
>=200,0.088235,'existing paid',0.054473,100<=X<500,0,'female div/dep/mar',none,1,'no known property',0.517857,none,'for free',0,'unskilled resident',1,none,yes,bad,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
<0,0.25,'existing paid',0.170959,>=1000,1,'female div/dep/mar',none,0.333333,car,0.178571,bank_stores,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
<0,0.294118,'all paid',0.18609,<100,0,'female div/dep/mar',guarantor,1,car,0.053571,bank_stores,rent,0,skilled,0,none,no,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.205882,'delayed previously',0.085727,<100,1,'female div/dep/mar',none,0,'real estate',0.053571,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
0<=X<200,0.647059,'no credits/all paid',0.657753,'no known savings',0.333333,'male single',none,0.333333,car,0.517857,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
0<=X<200,0.823529,'delayed previously',0.490096,'no known savings',0.333333,'male single',none,0.333333,'no known property',0.142857,none,'for free',0,'high qualif/self emp/mgmt',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.029412,'critical/other existing credit',0.188511,<100,0,'male single',none,0.666667,'real estate',0.321429,none,rent,0.666667,skilled,1,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
0<=X<200,0.382353,'existing paid',0.17558,100<=X<500,0.333333,'female div/dep/mar','co applicant',1,car,0.035714,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
'no checking',0.117647,'existing paid',0.021459,<100,1,'male div/sep',none,0.333333,'real estate',0.535714,none,own,0,'unskilled resident',0,none,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
0<=X<200,0.25,'critical/other existing credit',0.18719,<100,0.333333,'male single',none,0.666667,'life insurance',0.142857,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.205882,'critical/other existing credit',0.07043,<100,0.666667,'male single',none,0.333333,'life insurance',0.232143,bank_stores,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.647059,'existing paid',0.201607,'no known savings',1,'male div/sep',none,0.333333,'real estate',0.339286,bank_stores,own,0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
<0,0.117647,'existing paid',0.088478,<100,1,'female div/dep/mar',none,0,car,0.053571,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
<0,0.205882,'existing paid',0.129306,<100,1,'male single',none,1,'no known property',0.821429,none,'for free',0.333333,skilled,0,none,yes,bad,'\'(56.333333-65.666667]\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(64.5-inf)\''
'no checking',0.161765,'existing paid',0.095136,'no known savings',1,'male single',none,0.333333,car,0.285714,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
>=200,0.029412,'existing paid',0.102674,<100,0.333333,'male single',none,0.333333,'real estate',0.392857,none,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(40.5-41.5]\''
0<=X<200,0.073529,'all paid',0.065313,100<=X<500,0.333333,'male single',none,0.666667,'no known property',0.178571,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.558824,'critical/other existing credit',0.20865,500<=X<1000,1,'male single',none,1,'real estate',0.303571,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.073529,'existing paid',0.197095,'no known savings',0,'male single',none,1,'real estate',0.803571,none,own,0,'unskilled resident',0,none,yes,good,'\'(56.333333-65.666667]\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(60.5-64.5]\''
<0,0.294118,'existing paid',0.187631,<100,0.333333,'female div/dep/mar',none,1,car,0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.205882,'all paid',0.071696,<100,1,'male single',none,0.666667,car,0.446429,bank_stores,own,0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
0<=X<200,0.161765,'existing paid',0.065698,'no known savings',1,'male single',none,0,'life insurance',0.071429,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.073529,'existing paid',0.095191,<100,0.333333,'female div/dep/mar','co applicant',0.333333,car,0,none,rent,0.333333,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
0<=X<200,0.294118,'existing paid',0.060801,<100,0.666667,'female div/dep/mar',none,1,car,0.107143,none,own,0,'unskilled resident',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
'no checking',0.117647,'existing paid',0.062892,<100,1,'male single',none,1,'life insurance',0.5,bank_stores,own,0.666667,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
'no checking',0.294118,'existing paid',0.061957,500<=X<1000,1,'female div/dep/mar',none,0,car,0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.823529,'delayed previously',0.847529,<100,0.333333,'male single',none,1,car,0.035714,none,own,0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
'no checking',0.117647,'existing paid',0.068394,<100,1,'female div/dep/mar',none,0.666667,car,0.267857,none,own,0,skilled,1,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
<0,0.558824,'delayed previously',0.226697,<100,0.666667,'male single',none,0.333333,'life insurance',0.125,bank_stores,own,0.333333,skilled,1,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
<0,0.205882,'existing paid',0.027512,<100,1,'female div/dep/mar',none,0,'real estate',0.142857,none,own,0,'unemp/unskilled non res',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.161765,'existing paid',0.058215,<100,1,'male single',none,1,car,0.339286,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.161765,'existing paid',0.240618,100<=X<500,0.666667,'male single',none,0.333333,'life insurance',0.375,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
'no checking',0.294118,'critical/other existing credit',0.088093,<100,1,'male mar/wid',guarantor,0.333333,car,0.25,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
<0,0.205882,'critical/other existing credit',0.089689,<100,1,'male mar/wid',none,0,'life insurance',0.232143,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.470588,'delayed previously',0.425333,'no known savings',1,'male single',none,1,car,0.142857,none,rent,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.382353,'no credits/all paid',0.238418,<100,0.333333,'male div/sep',guarantor,0.333333,'real estate',0.232143,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.117647,'existing paid',0.062507,500<=X<1000,0.333333,'female div/dep/mar',none,0.333333,'life insurance',0.125,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
>=200,0.294118,'existing paid',0.038351,<100,1,'male single',none,0.666667,'no known property',0.339286,bank_stores,'for free',0,skilled,1,none,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
<0,0.117647,'existing paid',0.02388,<100,1,'male single',none,1,car,0.375,none,rent,0,'unskilled resident',1,none,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
